viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,175390,Concepcion,Costa Mar,20069,L2,V1,2025-08-18 18:14:42,2025-08-18 18:56:40,CC→CW,2025-08-18,,20069,20067
1,175470,Lomas Coloradas,Diagonal Bio Bio,20190,L2,V1,2025-08-18 06:39:30,2025-08-18 07:02:40,CW→CC,2025-08-18,,20190,20190
2,175535,Cristo Redentor,Los Canelos,20020,L2,V1,2025-08-18 08:26:16,2025-08-18 08:37:01,CW→CC,2025-08-18,,20020,
3,175936,Los Canelos,Concepcion,20020,L2,V1,2025-08-18 08:19:51,2025-08-18 09:29:34,CW→CC,2025-08-18,,20020,20020
4,175969,Coronel,Concepcion,20062,L2,V1,2025-08-18 16:49:31,2025-08-18 17:53:16,CW→CC,2025-08-18,,20062,20062
5,175969,Concepcion,Coronel,20093,L2,V1,2025-08-18 21:33:00,2025-08-18 22:26:12,CC→CW,2025-08-18,,20093,20093
6,176240,Higueras,Manquimavida,20322,L1,V1,2025-08-18 17:03:55,2025-08-18 17:47:12,TH→HQ,2025-08-18,,20322,20322
7,176411,Huinca,Costa Mar,20006,L2,V1,2025-08-18 06:43:53,2025-08-18 07:11:00,CW→CC,2025-08-18,,20006,20006
8,176411,Costa Mar,Huinca,20063,L2,V1,2025-08-18 17:59:28,2025-08-18 18:35:46,CC→CW,2025-08-18,,20063,20063
9,176438,Concepcion,Los Canelos,20063,L2,V1,2025-08-18 17:46:15,2025-08-18 18:41:54,CC→CW,2025-08-18,,20063,20063
10,176483,Los Condores,Lzo. Arenas,20304,L1,V1,2025-08-18 07:41:23,2025-08-18 07:51:01,TH→HQ,2025-08-18,,20304,20304
11,176483,Concepcion,Los Condores,20333,L1,V1,2025-08-18 20:14:19,2025-08-18 20:53:32,HQ→TH,2025-08-18,,20333,20333
12,177327,Huinca,Coronel,20063,L2,V1,2025-08-18 18:31:52,2025-08-18 18:44:10,CC→CW,2025-08-18,,20063,20063
13,177335,Coronel,Concepcion,20018,L2,V1,2025-08-18 07:58:01,2025-08-18 09:25:11,CW→CC,2025-08-18,,20018,20018
14,177335,Concepcion,Laguna Quinenco,20069,L2,V1,2025-08-18 18:16:58,2025-08-18 19:21:32,CC→CW,2025-08-18,,20069,20067
15,177444,Concepcion,Costa Mar,20085,L2,V1,2025-08-18 20:21:16,2025-08-18 20:48:26,CC→CW,2025-08-18,,20085,20085
16,177521,Los Canelos,Juan Pablo II,20192,L2,V1,2025-08-18 12:59:42,2025-08-18 13:58:53,CW→CC,2025-08-18,,20192,20192
17,177735,Cristo Redentor,Concepcion,20030,L2,V1,2025-08-18 09:55:25,2025-08-18 10:40:40,CW→CC,2025-08-18,,20030,20030
18,177738,Lomas Coloradas,Laguna Quinenco,20031,L2,V1,2025-08-18 10:57:30,2025-08-18 11:18:20,CC→CW,2025-08-18,,20031,20031
19,177738,Laguna Quinenco,Concepcion,20046,L2,V1,2025-08-18 13:43:21,2025-08-18 14:44:03,CW→CC,2025-08-18,,20046,20046
20,177738,Concepcion,Lomas Coloradas,20085,L2,V1,2025-08-18 20:05:02,2025-08-18 20:52:59,CC→CW,2025-08-18,,20085,20081
21,177864,Concepcion,Coronel,20075,L2,V1,2025-08-18 19:15:57,2025-08-18 20:07:59,CC→CW,2025-08-18,,20075,20075
22,177882,El Parque,Costa Mar,20012,L2,V1,2025-08-18 07:55:21,2025-08-18 08:04:01,CW→CC,2025-08-18,,20012,20198
23,177883,Cdal. Raul Silva Henriquez,Concepcion,20034,L2,V1,2025-08-18 10:37:37,2025-08-18 11:16:47,CW→CC,2025-08-18,,20034,20034
24,177883,Concepcion,Los Condores,20315,L1,V1,2025-08-18 11:58:42,2025-08-18 12:17:03,HQ→TH,2025-08-18,,20315,20315
25,177883,Los Condores,Concepcion,20326,L1,V1,2025-08-18 18:50:49,2025-08-18 19:54:01,TH→HQ,2025-08-18,combo_relajado_pase2,20326,20326
26,177968,Manquimavida,Concepcion,20371,L1,V2,2025-08-18 07:24:01,2025-08-18 07:45:11,,2025-08-18,sin_combo_factible_en_hub|sin_s1_factible_retro,,20371
27,177968,Concepcion,Manquimavida,20310,L1,V1,2025-08-18 09:23:03,2025-08-18 09:48:23,TH→HQ,2025-08-18,,20310,20310
28,178022,UTF Santa Maria,Los Condores,20844,L1,V1,2025-08-18 12:58:57,2025-08-18 13:11:09,HQ→TH,2025-08-18,,20844,20844
29,178022,UTF Santa Maria,Los Condores,20331,L1,V1,2025-08-18 19:42:35,2025-08-18 19:55:18,HQ→TH,2025-08-18,,20331,20331
30,178071,Manquimavida,El Arenal,20311,L1,V1,2025-08-18 09:20:01,2025-08-18 10:15:34,HQ→TH,2025-08-18,,20311,20375
31,178071,El Arenal,Manquimavida,20330,L1,V1,2025-08-18 19:15:41,2025-08-18 20:15:21,TH→HQ,2025-08-18,,20330,20328
32,178096,Los Condores,Concepcion,20865,L1,V1,2025-08-18 08:09:59,2025-08-18 08:26:17,TH→HQ,2025-08-18,,20865,20865
33,178096,Concepcion,Los Condores,20375,L1,V2,2025-08-18 09:34:51,2025-08-18 10:04:08,,2025-08-18,sin_combo_factible_en_hub|sin_s1_factible_retro,,20375
34,178208,Concepcion,Manquimavida,20328,L1,V1,2025-08-18 19:31:55,2025-08-18 19:51:24,TH→HQ,2025-08-18,,20328,
35,178871,Huinca,Concepcion,20020,L2,V1,2025-08-18 08:23:22,2025-08-18 09:26:24,CW→CC,2025-08-18,,20020,20020
36,178871,Concepcion,Los Canelos,20079,L2,V1,2025-08-18 19:50:42,2025-08-18 20:35:31,CC→CW,2025-08-18,,20079,20079
37,179042,Costa Mar,Concepcion,20036,L2,V1,2025-08-18 11:28:30,2025-08-18 11:51:15,CW→CC,2025-08-18,,20036,20036
38,179042,Concepcion,Costa Mar,20047,L2,V1,2025-08-18 14:41:30,2025-08-18 15:03:47,CC→CW,2025-08-18,,20047,20047
39,179098,Los Canelos,Concepcion,20050,L2,V1,2025-08-18 14:53:36,2025-08-18 15:50:41,CW→CC,2025-08-18,match_por_salida_fallback,20050,20050
40,179285,Coronel,Concepcion,20010,L2,V1,2025-08-18 06:45:04,2025-08-18 08:06:03,CW→CC,2025-08-18,,20010,20008
41,179285,Concepcion,Coronel,20055,L2,V1,2025-08-18 16:25:54,2025-08-18 17:33:06,CC→CW,2025-08-18,,20055,20055
42,179295,Concepcion,Cdal. Raul Silva Henriquez,20085,L2,V1,2025-08-18 20:13:30,2025-08-18 20:56:52,CC→CW,2025-08-18,,20085,20085
43,179325,Concepcion,Coronel,20085,L2,V1,2025-08-18 20:17:25,2025-08-18 21:23:49,CC→CW,2025-08-18,,20085,20085
44,179458,Coronel,Concepcion,20002,L2,V1,2025-08-18 05:45:10,2025-08-18 07:26:36,CW→CC,2025-08-18,combo_por_entrada,20002,20002
45,179458,Concepcion,Coronel,20075,L2,V1,2025-08-18 18:57:43,2025-08-18 20:06:33,CC→CW,2025-08-18,,20075,20075
46,179485,Concepcion,Diagonal Bio Bio,20075,L2,V1,2025-08-18 19:14:26,2025-08-18 19:30:09,CC→CW,2025-08-18,,20075,20075
47,179485,Diagonal Bio Bio,Costa Mar,20093,L2,V1,2025-08-18 21:47:42,2025-08-18 21:56:52,CC→CW,2025-08-18,,20093,20093
48,180089,Los Canelos,Concepcion,20010,L2,V1,2025-08-18 07:15:44,2025-08-18 08:25:05,CW→CC,2025-08-18,,20010,20010
49,180089,Diagonal Bio Bio,Los Canelos,20069,L2,V1,2025-08-18 18:30:24,2025-08-18 19:17:56,CC→CW,2025-08-18,,20069,20069
50,180097,Juan Pablo II,Concepcion,20072,L2,V1,2025-08-18 19:04:09,2025-08-18 19:55:30,CW→CC,2025-08-18,combo_por_entrada,20072,20072
51,180293,Coronel,Lomas Coloradas,20062,L2,V1,2025-08-18 17:05:01,2025-08-18 17:35:41,CW→CC,2025-08-18,,20062,20062
52,180387,Cdal. Raul Silva Henriquez,Costa Mar,20034,L2,V1,2025-08-18 10:38:45,2025-08-18 10:54:25,CW→CC,2025-08-18,,20034,20030
53,180387,Costa Mar,Cdal. Raul Silva Henriquez,20067,L2,V1,2025-08-18 18:24:14,2025-08-18 18:34:36,CC→CW,2025-08-18,,20067,20067
54,180395,Lzo. Arenas,Chiguayante,20332,L1,V1,2025-08-18 20:13:56,2025-08-18 20:43:08,TH→HQ,2025-08-18,,20332,20330
55,180446,Cristo Redentor,Concepcion,20008,L2,V1,2025-08-18 07:28:43,2025-08-18 07:50:17,CW→CC,2025-08-18,combo_relajado_pase2,20008,20198
56,180505,Cristo Redentor,Alborada,20078,L2,V1,2025-08-18 19:05:57,2025-08-18 19:34:12,CW→CC,2025-08-18,,20078,20078
57,180629,Cdal. Raul Silva Henriquez,Laguna Quinenco,20063,L2,V1,2025-08-18 18:09:39,2025-08-18 18:41:48,CC→CW,2025-08-18,,20063,20063
58,181341,Coronel,Costa Mar,20004,L2,V1,2025-08-18 06:04:33,2025-08-18 06:43:52,CW→CC,2025-08-18,,20004,20004
59,181341,Costa Mar,Coronel,20059,L2,V1,2025-08-18 17:31:12,2025-08-18 18:12:39,CC→CW,2025-08-18,,20059,20059
60,181343,La Leonera,Concepcion,20309,L1,V1,2025-08-18 08:39:30,2025-08-18 09:06:49,HQ→TH,2025-08-18,,20309,20309
61,181343,Lzo. Arenas,La Leonera,20322,L1,V1,2025-08-18 17:02:29,2025-08-18 17:47:54,TH→HQ,2025-08-18,,20322,20322
62,181443,Concepcion,Costa Mar,20069,L2,V1,2025-08-18 18:31:17,2025-08-18 18:56:07,CC→CW,2025-08-18,,20069,20069
63,182399,Concepcion,Costa Mar,20069,L2,V1,2025-08-18 18:18:58,2025-08-18 18:56:52,CC→CW,2025-08-18,,20069,20067
64,183301,Hito Galvarino,Concepcion,20062,L2,V1,2025-08-18 17:17:58,2025-08-18 17:51:37,CW→CC,2025-08-18,,20062,20062
65,184184,UTF Santa Maria,El Arenal,20355,L1,V1,2025-08-18 08:57:17,2025-08-18 09:13:32,HQ→TH,2025-08-18,,20355,20355
66,185104,Huinca,Lomas Coloradas,20060,L2,V1,2025-08-18 16:35:15,2025-08-18 16:58:07,CW→CC,2025-08-18,,20060,20060
67,185382,Concepcion,Coronel,20075,L2,V1,2025-08-18 18:55:33,2025-08-18 20:08:35,CC→CW,2025-08-18,,20075,20073
68,186052,Hualqui,UTF Santa Maria,20309,L1,V1,2025-08-18 08:18:45,2025-08-18 09:16:53,HQ→TH,2025-08-18,,20309,20309
69,186052,UTF Santa Maria,Hualqui,20312,L1,V1,2025-08-18 10:04:41,2025-08-18 11:06:12,TH→HQ,2025-08-18,,20312,20312
70,186052,Hualqui,UTF Santa Maria,20321,L1,V1,2025-08-18 15:53:23,2025-08-18 16:45:13,HQ→TH,2025-08-18,,20321,20321
71,186063,Concepcion,Diagonal Bio Bio,20097,L2,V1,2025-08-18 22:02:03,2025-08-18 22:32:59,CC→CW,2025-08-18,,20097,20097
72,186168,Laguna Quinenco,Concepcion,20022,L2,V1,2025-08-18 08:35:40,2025-08-18 09:31:54,CW→CC,2025-08-18,,20022,20022
73,186168,Concepcion,Cristo Redentor,20051,L2,V1,2025-08-18 15:29:43,2025-08-18 16:13:25,CC→CW,2025-08-18,,20051,20051
74,186881,Concepcion,Concepcion,,,N/A,2025-08-18 17:43:38,2025-08-18 17:45:34,,2025-08-18,no viajo,,
75,187592,Concepcion,El Arenal,20325,L1,V1,2025-08-18 17:22:45,2025-08-18 17:58:21,HQ→TH,2025-08-18,,20325,20325
76,187616,Lomas Coloradas,Concepcion,20196,L2,V1,2025-08-18 06:47:45,2025-08-18 07:15:08,CW→CC,2025-08-18,,20196,20196
77,187616,Concepcion,Lomas Coloradas,20085,L2,V1,2025-08-18 20:09:51,2025-08-18 20:59:57,CC→CW,2025-08-18,,20085,20081
78,187635,Concepcion,Concepcion,,,N/A,2025-08-18 10:37:59,2025-08-18 10:40:05,,2025-08-18,no viajo,,
79,189915,Coronel,Concepcion,20018,L2,V1,2025-08-18 07:57:22,2025-08-18 09:01:13,CW→CC,2025-08-18,,20018,20018
80,189915,Concepcion,Coronel,20035,L2,V1,2025-08-18 11:08:52,2025-08-18 12:00:19,CC→CW,2025-08-18,,20035,20035
81,190022,Concepcion,Manquimavida,20318,L1,V1,2025-08-18 15:22:08,2025-08-18 15:49:35,TH→HQ,2025-08-18,,20318,20318
82,190548,Laguna Quinenco,Concepcion,20078,L2,V1,2025-08-18 19:02:38,2025-08-18 19:48:30,CW→CC,2025-08-18,,20078,20078
83,190594,Coronel,Lomas Coloradas,20050,L2,V1,2025-08-18 14:41:02,2025-08-18 15:08:36,CW→CC,2025-08-18,,20050,20050
84,190605,Los Condores,Concepcion,20310,L1,V1,2025-08-18 09:11:50,2025-08-18 09:32:53,TH→HQ,2025-08-18,,20310,20310
85,190759,Concepcion,La Leonera,20324,L1,V1,2025-08-18 17:15:36,2025-08-18 18:20:51,TH→HQ,2025-08-18,combo_por_entrada,20324,20324
86,190809,Huinca,Costa Mar,20192,L2,V1,2025-08-18 13:23:59,2025-08-18 13:48:24,CW→CC,2025-08-18,,20192,20192
87,191185,Concepcion,Costa Mar,20087,L2,V1,2025-08-18 19:54:18,2025-08-18 20:47:21,CC→CW,2025-08-18,combo_relajado_pase1,20087,20330
88,191322,La Leonera,Concepcion,20373,L1,V1,2025-08-18 08:23:49,2025-08-18 08:57:23,HQ→TH,2025-08-18,,20373,20373
89,191719,Juan Pablo II,Cristo Redentor,20079,L2,V1,2025-08-18 19:42:49,2025-08-18 20:35:53,CC→CW,2025-08-18,,20079,20079
90,194005,Lomas Coloradas,Juan Pablo II,20038,L2,V1,2025-08-18 11:53:57,2025-08-18 12:13:00,CW→CC,2025-08-18,,20038,20038
91,194005,Diagonal Bio Bio,Lomas Coloradas,20057,L2,V1,2025-08-18 16:55:47,2025-08-18 17:16:58,CC→CW,2025-08-18,,20057,20057
