FECHA_TRANSACCION,NUMERO_TARJETA,MONTO_TRANSACCION,tipo_pasajero_norm
2026-05-03T08:12:25,2000226035,420,Monedero
2026-05-03T08:28:06,2000124655,850,Monedero
2026-05-03T08:36:01,53044848,0,Otros
2026-05-03T08:36:14,252576726,150,Estudiante
2026-05-03T08:36:24,56061947,450,Monedero
2026-05-03T08:38:25,1363727,420,Monedero
2026-05-03T08:39:45,1309866,420,Monedero
2026-05-03T08:40:42,252530054,180,Estudiante
2026-05-03T08:40:49,84119862,190,Estudiante
2026-05-03T08:40:51,312785967,180,Estudiante
2026-05-03T08:43:36,252530367,150,Estudiante
2026-05-03T08:44:43,1296620,570,Monedero
2026-05-03T08:44:58,2106003369,0,Discapacitado
2026-05-03T08:45:03,2000225423,570,Monedero
2026-05-03T08:47:01,2000203432,510,Monedero
2026-05-03T08:47:22,1598987,510,Monedero
2026-05-03T08:47:24,2000188888,570,Monedero
2026-05-03T08:47:53,2000198801,430,Monedero
2026-05-03T08:49:32,623540,430,Monedero
2026-05-03T08:50:04,1039219,510,Monedero
2026-05-03T08:50:12,54431921,420,Monedero
2026-05-03T08:52:24,53043800,0,Otros
2026-05-03T08:52:35,2000201427,570,Monedero
2026-05-03T08:53:06,2000195395,570,Monedero
2026-05-03T08:53:16,2000126659,630,Monedero
2026-05-03T08:53:20,56080086,320,Adulto Mayor
2026-05-03T08:53:24,54510683,650,Monedero
2026-05-03T08:53:51,1587310,610,Monedero
2026-05-03T08:54:46,312242344,180,Estudiante
2026-05-03T08:54:48,1594442,500,Monedero
2026-05-03T08:54:58,2000195115,570,Monedero
2026-05-03T08:54:59,961451,500,Monedero
2026-05-03T08:55:02,282158241,170,Estudiante
2026-05-03T08:55:09,2040103672,540,Monedero
2026-05-03T08:55:25,252504448,170,Estudiante
2026-05-03T08:55:26,2000064727,540,Monedero
2026-05-03T08:55:27,1655167,500,Monedero
2026-05-03T08:55:29,312602833,140,Estudiante
2026-05-03T08:56:01,312743976,140,Estudiante
2026-05-03T08:56:02,2000216514,430,Monedero
2026-05-03T08:56:04,2100008856,320,Adulto Mayor
2026-05-03T08:56:09,312602493,140,Estudiante
2026-05-03T08:56:09,1571445,650,Monedero
2026-05-03T08:56:11,1651626,650,Monedero
2026-05-03T08:56:14,312131933,210,Estudiante
2026-05-03T08:56:16,56081164,310,Adulto Mayor
2026-05-03T08:56:18,1537303,650,Monedero
2026-05-03T08:56:19,252170763,220,Estudiante
2026-05-03T08:56:21,2000225366,500,Monedero
2026-05-03T08:56:23,2102002415,610,Monedero
2026-05-03T08:56:27,54236403,430,Monedero
2026-05-03T08:56:34,252169374,200,Estudiante
2026-05-03T08:56:45,1206411,630,Monedero
2026-05-03T08:56:46,2000198807,630,Monedero
2026-05-03T08:56:48,2106000251,0,Discapacitado
2026-05-03T08:56:52,83639903,200,Estudiante
2026-05-03T08:57:02,2000132355,500,Monedero
2026-05-03T08:58:05,2106006615,0,Discapacitado
2026-05-03T08:58:18,373905,850,Monedero
2026-05-03T08:58:48,2000217735,610,Monedero
2026-05-03T08:58:49,1077134,610,Monedero
2026-05-03T08:58:50,54547178,850,Monedero
2026-05-03T08:58:53,2000216529,430,Monedero
2026-05-03T08:58:54,312672117,220,Estudiante
2026-05-03T08:59:06,53045542,0,Otros
2026-05-03T08:59:13,2000225438,610,Monedero
2026-05-03T08:59:15,2000029598,630,Monedero
2026-05-03T08:59:33,1467104,430,Monedero
2026-05-03T08:59:38,2106007141,0,Discapacitado
2026-05-03T08:59:39,2000227642,430,Monedero
2026-05-03T08:59:40,2040093831,430,Monedero
2026-05-03T08:59:47,252323871,200,Estudiante
2026-05-03T08:59:59,1605383,430,Monedero
2026-05-03T09:00:51,312685561,140,Estudiante
2026-05-03T09:01:58,2000225072,610,Monedero
2026-05-03T09:02:03,312504880,280,Estudiante
2026-05-03T09:02:03,56081941,430,Adulto Mayor
2026-05-03T09:02:07,2000216467,510,Monedero
2026-05-03T09:02:09,242444261,200,Estudiante
2026-05-03T09:02:14,312515428,280,Estudiante
2026-05-03T09:02:24,1433187,850,Monedero
2026-05-03T09:02:25,54518328,850,Monedero
2026-05-03T09:02:37,709298,610,Monedero
2026-05-03T09:02:39,312757721,280,Estudiante
2026-05-03T09:03:25,312425406,230,Estudiante
2026-05-03T09:03:28,54320473,650,Monedero
2026-05-03T09:03:30,54524870,790,Monedero
2026-05-03T09:03:32,2000018326,510,Monedero
2026-05-03T09:04:03,312648170,220,Estudiante
2026-05-03T09:04:04,898120,850,Monedero
2026-05-03T09:04:08,2000223017,510,Monedero
2026-05-03T09:04:11,2000227611,850,Monedero
2026-05-03T09:04:16,2000197903,850,Monedero
2026-05-03T09:04:18,1486311,850,Monedero
2026-05-03T09:04:31,925055,790,Monedero
2026-05-03T09:04:45,2000230299,850,Monedero
2026-05-03T09:04:47,302366306,230,Estudiante
2026-05-03T09:04:48,2000223279,850,Monedero
2026-05-03T09:05:01,252500260,150,Estudiante
2026-05-03T09:05:56,312524641,230,Estudiante
2026-05-03T09:05:59,312688936,170,Estudiante
2026-05-03T09:05:59,2102004566,680,Monedero
2026-05-03T09:06:00,312685019,170,Estudiante
2026-05-03T09:06:02,982550,650,Monedero
2026-05-03T09:06:03,58025674,680,Monedero
2026-05-03T09:06:05,302280836,170,Estudiante
2026-05-03T09:06:05,190831,510,Monedero
2026-05-03T09:06:05,242717130,170,Estudiante
2026-05-03T09:06:07,2000128425,650,Monedero
2026-05-03T09:06:12,54313873,650,Monedero
2026-05-03T09:06:13,1275668,650,Monedero
2026-05-03T09:06:14,1258757,650,Monedero
2026-05-03T09:06:14,312433411,170,Estudiante
2026-05-03T09:06:16,56075410,230,Adulto Mayor
2026-05-03T09:06:23,2000173831,790,Monedero
2026-05-03T09:06:27,2000175322,630,Monedero
2026-05-03T09:06:29,2000225467,510,Monedero
2026-05-03T09:06:31,2000225468,510,Monedero
2026-05-03T09:06:36,252572417,260,Estudiante
2026-05-03T09:06:41,2000178875,790,Monedero
2026-05-03T09:06:45,1421765,630,Monedero
2026-05-03T09:06:45,54537770,630,Monedero
2026-05-03T09:06:46,56044982,650,Monedero
2026-05-03T09:06:46,2040137052,460,Monedero
2026-05-03T09:06:47,312722345,220,Estudiante
2026-05-03T09:06:48,1540125,510,Monedero
2026-05-03T09:06:50,1643476,650,Monedero
2026-05-03T09:06:51,2000113008,630,Monedero
2026-05-03T09:06:55,2000014580,630,Monedero
2026-05-03T09:06:56,1154667,630,Monedero
