fecha,linea,direccion,servicio,estacion,t_arr_est,t_dep_est,capacidad_tren,A_llegadas_anden,D_bajadas,Demanda_anden,Capacidad_disponible,B_embarque,R_quedados,Q_out_cola,L_in_abordo,L_out_abordo
2026-02-23,L1,HQ→TH,20301.0,Hualqui,,2026-02-23 06:13:00,780.0,25,0,25.0,780.0,25.0,0.0,0.0,0.0,25.0
2026-02-23,L1,HQ→TH,20301.0,Concepcion,2026-02-23 06:50:00,2026-02-23 06:17:00,780.0,113,39,113.0,780.0,113.0,0.0,0.0,25.0,99.0
2026-02-23,L1,HQ→TH,20301.0,La Leonera,2026-02-23 06:30:00,2026-02-23 06:26:00,780.0,19,1,19.0,682.0,19.0,0.0,0.0,99.0,117.0
2026-02-23,L1,HQ→TH,20301.0,Manquimavida,,2026-02-23 06:28:00,780.0,18,0,18.0,663.0,18.0,0.0,0.0,117.0,135.0
2026-02-23,L1,HQ→TH,20301.0,Pedro Medina,,2026-02-23 06:32:30,780.0,10,0,10.0,645.0,10.0,0.0,0.0,135.0,145.0
2026-02-23,L1,HQ→TH,20301.0,Chiguayante,2026-02-23 06:39:00,2026-02-23 06:37:00,780.0,9,1,9.0,636.0,9.0,0.0,0.0,145.0,153.0
2026-02-23,L1,HQ→TH,20301.0,Lzo. Arenas,2026-02-23 07:07:00,2026-02-23 07:02:00,780.0,1,16,1.0,643.0,1.0,0.0,0.0,153.0,138.0
2026-02-23,L1,HQ→TH,20301.0,UTF Santa Maria,2026-02-23 07:11:00,2026-02-23 07:06:00,780.0,9,15,9.0,657.0,9.0,0.0,0.0,138.0,132.0
2026-02-23,L1,HQ→TH,20301.0,Higueras,2026-02-23 07:19:00,2026-02-23 07:12:00,780.0,1,54,1.0,702.0,1.0,0.0,0.0,132.0,79.0
2026-02-23,L1,HQ→TH,20301.0,Los Condores,2026-02-23 07:15:00,,780.0,0,12,0.0,713.0,0.0,0.0,0.0,79.0,67.0
2026-02-23,L1,HQ→TH,20301.0,El Arenal,2026-02-23 07:23:00,,780.0,0,16,0.0,729.0,0.0,0.0,0.0,67.0,51.0
2026-02-23,L1,HQ→TH,20301.0,Mercado,2026-02-23 07:27:00,,780.0,0,51,0.0,780.0,0.0,0.0,0.0,51.0,0.0
