viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,158264,Concepcion,Cristo Redentor,20059,L2,V1,2025-11-28 13:15:15,2025-11-28 13:56:59,CC→CW,2025-11-28,,20059,20059
1,158264,Cristo Redentor,Concepcion,20104,L2,V1,2025-11-28 19:17:55,2025-11-28 20:10:46,CW→CC,2025-11-28,,20104,20104
2,176411,Concepcion,Costa Mar,20041,L2,V1,2025-11-28 10:29:26,2025-11-28 11:04:33,CC→CW,2025-11-28,combo_relajado_pase2,20041,20041
3,176411,Cdal. Raul Silva Henriquez,Huinca,20113,L2,V1,2025-11-28 21:04:56,2025-11-28 21:24:24,CC→CW,2025-11-28,,20113,20113
4,176608,Coronel,Concepcion,20062,L2,V1,2025-11-28 13:17:27,2025-11-28 14:37:41,CW→CC,2025-11-28,,20062,20062
5,176608,Concepcion,Los Canelos,20079,L2,V1,2025-11-28 17:36:49,2025-11-28 18:21:03,CC→CW,2025-11-28,,20079,20077
6,176682,Laguna Quinenco,Juan Pablo II,20008,L2,V1,2025-11-28 06:45:45,2025-11-28 07:28:56,CW→CC,2025-11-28,,20008,20004
7,177215,Concepcion,Alborada,20083,L2,V1,2025-11-28 17:49:57,2025-11-28 18:13:49,CC→CW,2025-11-28,,20083,20079
8,177227,Concepcion,Hito Galvarino,20091,L2,V1,2025-11-28 18:43:00,2025-11-28 19:18:20,CC→CW,2025-11-28,,20091,20091
9,177512,Higueras,Concepcion,20370,L1,V1,2025-11-28 07:25:50,2025-11-28 07:42:40,TH→HQ,2025-11-28,,20370,20370
10,177516,Chiguayante,Concepcion,20842,L1,V1,2025-11-28 08:16:57,2025-11-28 08:33:13,HQ→TH,2025-11-28,,20842,20842
11,177558,Pedro Medina,Concepcion,20331,L1,V1,2025-11-28 19:14:16,2025-11-28 19:41:48,HQ→TH,2025-11-28,,20331,20331
12,177558,Concepcion,Pedro Medina,20855,L1,V1,2025-11-28 21:20:11,2025-11-28 21:37:04,TH→HQ,2025-11-28,,20855,20855
13,177656,Concepcion,Lzo. Arenas,20333,L1,V1,2025-11-28 20:29:08,2025-11-28 20:48:49,HQ→TH,2025-11-28,,20333,20333
14,177730,Cdal. Raul Silva Henriquez,Costa Mar,20104,L2,V1,2025-11-28 19:28:29,2025-11-28 19:40:17,CW→CC,2025-11-28,,20104,20104
15,178071,Manquimavida,Concepcion,20313,L1,V1,2025-11-28 09:18:57,2025-11-28 10:35:19,HQ→TH,2025-11-28,,20313,20313
16,178071,El Arenal,Manquimavida,20332,L1,V1,2025-11-28 19:46:21,2025-11-28 20:45:03,TH→HQ,2025-11-28,,20332,20332
17,178096,Los Condores,Concepcion,20865,L1,V1,2025-11-28 08:10:00,2025-11-28 08:26:48,TH→HQ,2025-11-28,,20865,20865
18,178805,Huinca,Concepcion,20052,L2,V1,2025-11-28 11:25:55,2025-11-28 12:04:37,CW→CC,2025-11-28,,20052,20052
19,178805,Concepcion,Huinca,20057,L2,V1,2025-11-28 12:41:36,2025-11-28 13:40:51,CC→CW,2025-11-28,,20057,20057
20,178805,Huinca,Juan Pablo II,20068,L2,V1,2025-11-28 15:37:30,2025-11-28 16:17:32,CW→CC,2025-11-28,,20068,20068
21,178805,Concepcion,Huinca,20121,L2,V1,2025-11-28 21:27:57,2025-11-28 22:10:29,CC→CW,2025-11-28,,20121,20121
22,178821,Los Condores,Hualqui,20841,L1,V1,2025-11-28 07:10:05,2025-11-28 08:01:58,TH→HQ,2025-11-28,,20841,20841
23,179102,Huinca,Coronel,20055,L2,V1,2025-11-28 12:54:50,2025-11-28 13:08:30,CC→CW,2025-11-28,,20055,20055
24,179197,Huinca,Concepcion,20056,L2,V1,2025-11-28 12:24:39,2025-11-28 13:02:56,CW→CC,2025-11-28,,20056,20056
25,179223,Costa Mar,Cdal. Raul Silva Henriquez,20027,L2,V1,2025-11-28 09:32:03,2025-11-28 09:41:10,CC→CW,2025-11-28,,20027,20027
26,179418,Cdal. Raul Silva Henriquez,Juan Pablo II,20028,L2,V1,2025-11-28 09:02:58,2025-11-28 09:34:01,CW→CC,2025-11-28,,20028,20028
27,179418,Juan Pablo II,Costa Mar,20041,L2,V1,2025-11-28 10:22:09,2025-11-28 10:45:35,CC→CW,2025-11-28,,20041,20041
28,179418,Costa Mar,Lomas Coloradas,20095,L2,V1,2025-11-28 19:24:52,2025-11-28 19:38:13,CC→CW,2025-11-28,,20095,20093
29,180293,Coronel,Concepcion,20082,L2,V1,2025-11-28 17:09:23,2025-11-28 17:53:28,CW→CC,2025-11-28,,20082,20082
30,180293,Concepcion,Lomas Coloradas,20095,L2,V1,2025-11-28 19:12:35,2025-11-28 19:36:53,CC→CW,2025-11-28,,20095,20095
31,180380,Juan Pablo II,Laguna Quinenco,20007,L2,V1,2025-11-28 07:33:34,2025-11-28 08:10:30,CC→CW,2025-11-28,,20007,20007
32,180380,Laguna Quinenco,Concepcion,20082,L2,V1,2025-11-28 17:03:00,2025-11-28 17:54:13,CW→CC,2025-11-28,,20082,20082
33,180387,Cdal. Raul Silva Henriquez,Alborada,20020,L2,V1,2025-11-28 08:03:19,2025-11-28 08:19:06,CW→CC,2025-11-28,,20020,20014
34,180387,Los Condores,Concepcion,20322,L1,V1,2025-11-28 17:05:01,2025-11-28 17:55:53,TH→HQ,2025-11-28,match_por_salida_fallback,20322,20322
35,181298,Los Canelos,Lomas Coloradas,20082,L2,V1,2025-11-28 17:15:55,2025-11-28 17:33:18,CW→CC,2025-11-28,,20082,20082
36,181315,Los Condores,Concepcion,20316,L1,V1,2025-11-28 15:01:18,2025-11-28 15:26:28,TH→HQ,2025-11-28,,20316,20316
37,181350,Juan Pablo II,Laguna Quinenco,20195,L2,V1,2025-11-28 16:30:30,2025-11-28 17:15:50,CC→CW,2025-11-28,,20195,20195
38,181450,Concepcion,Huinca,20067,L2,V1,2025-11-28 15:28:45,2025-11-28 16:09:38,CC→CW,2025-11-28,,20067,20067
39,181450,Huinca,Concepcion,20108,L2,V1,2025-11-28 19:40:27,2025-11-28 20:26:39,CW→CC,2025-11-28,,20108,20106
40,182349,Diagonal Bio Bio,Huinca,20195,L2,V1,2025-11-28 16:36:09,2025-11-28 17:10:16,CC→CW,2025-11-28,,20195,20195
41,182395,Costa Mar,Huinca,20015,L2,V1,2025-11-28 08:30:46,2025-11-28 08:54:16,CC→CW,2025-11-28,,20015,20015
