viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,176411,Huinca,Costa Mar,20158,L2,V1,2025-12-27 10:51:43,2025-12-27 11:33:03,CW→CC,2025-12-27,,20158,20158
1,176411,Cdal. Raul Silva Henriquez,Huinca,20187,L2,V1,2025-12-27 21:03:40,2025-12-27 21:37:58,CC→CW,2025-12-27,,20187,20185
2,177558,Concepcion,Pedro Medina,20845,L1,V1,2025-12-27 16:19:28,2025-12-27 16:44:25,TH→HQ,2025-12-27,,20845,20845
3,177730,Cdal. Raul Silva Henriquez,El Parque,20172,L2,V1,2025-12-27 17:00:15,2025-12-27 17:09:01,CW→CC,2025-12-27,,20172,20172
4,177730,El Parque,Cdal. Raul Silva Henriquez,20175,L2,V1,2025-12-27 17:59:46,2025-12-27 18:21:35,CC→CW,2025-12-27,,20175,20175
5,178022,Los Condores,Hualqui,20326,L1,V1,2025-12-27 18:10:03,2025-12-27 18:59:43,TH→HQ,2025-12-27,,20326,20326
6,178022,Hualqui,Los Condores,20848,L1,V1,2025-12-27 20:29:25,2025-12-27 21:17:50,HQ→TH,2025-12-27,,20848,20848
7,178071,El Arenal,Manquimavida,20328,L1,V1,2025-12-27 18:43:37,2025-12-27 19:45:37,TH→HQ,2025-12-27,,20328,20328
8,178095,Hito Galvarino,Cdal. Raul Silva Henriquez,20172,L2,V1,2025-12-27 16:51:30,2025-12-27 17:03:54,CW→CC,2025-12-27,,20172,20172
9,178096,Los Condores,Concepcion,20857,L1,V1,2025-12-27 08:40:23,2025-12-27 09:01:33,TH→HQ,2025-12-27,,20857,20857
10,180292,Concepcion,Coronel,20183,L2,V1,2025-12-27 19:56:53,2025-12-27 20:46:48,CC→CW,2025-12-27,,20183,20183
11,180428,El Arenal,Chiguayante,20326,L1,V1,2025-12-27 17:38:35,2025-12-27 18:43:03,TH→HQ,2025-12-27,,20326,20326
12,181332,Concepcion,La Leonera,20845,L1,V1,2025-12-27 16:24:06,2025-12-27 16:50:04,TH→HQ,2025-12-27,,20845,20845
13,182283,Concepcion,Hito Galvarino,20165,L2,V1,2025-12-27 13:12:10,2025-12-27 13:46:24,CC→CW,2025-12-27,,20165,20165
14,182283,Hito Galvarino,Concepcion,20176,L2,V1,2025-12-27 17:54:54,2025-12-27 18:30:57,CW→CC,2025-12-27,,20176,20176
