FECHA_TRANSACCION,NUMERO_TARJETA,MONTO_TRANSACCION,tipo_pasajero_norm
2026-05-01T08:42:19,1116315,420,Monedero
2026-05-01T08:42:22,969213,420,Monedero
2026-05-01T08:55:04,1440496,500,Monedero
2026-05-01T08:55:23,2000064727,540,Monedero
2026-05-01T08:55:27,282158241,170,Estudiante
2026-05-01T08:56:09,1649418,500,Monedero
2026-05-01T08:56:19,1649418,500,Monedero
2026-05-01T08:56:22,312485846,170,Estudiante
2026-05-01T09:00:51,2000186540,540,Monedero
2026-05-01T09:08:34,908001,540,Monedero
2026-05-01T09:13:10,2000053515,510,Monedero
2026-05-01T09:14:05,2000194165,550,Monedero
2026-05-01T09:14:16,54501293,550,Monedero
2026-05-01T09:17:34,2000027476,550,Monedero
2026-05-01T09:29:23,312618668,180,Estudiante
2026-05-01T09:30:00,54601570,580,Monedero
2026-05-01T09:31:37,2106007630,0,Discapacitado
2026-05-01T09:41:50,2000077523,500,Monedero
2026-05-01T09:49:10,383864,420,Monedero
2026-05-01T09:59:48,2000219699,510,Monedero
2026-05-01T09:59:48,2000130671,550,Monedero
2026-05-01T10:00:08,312802209,170,Estudiante
2026-05-01T10:00:13,2000046300,510,Monedero
2026-05-01T10:00:17,1453544,510,Monedero
2026-05-01T10:00:24,1453544,510,Monedero
2026-05-01T10:00:29,1453544,510,Monedero
2026-05-01T10:01:03,2000012188,510,Monedero
2026-05-01T10:01:58,2000135213,550,Monedero
2026-05-01T10:09:36,53051885,280,Adulto Mayor
2026-05-01T10:10:29,2000142718,540,Monedero
2026-05-01T10:10:35,2000142718,540,Monedero
2026-05-01T10:13:15,908001,540,Monedero
2026-05-01T10:14:55,1413539,540,Monedero
2026-05-01T10:15:10,1413539,540,Monedero
2026-05-01T10:16:53,2000093815,540,Monedero
2026-05-01T10:17:19,2000019783,540,Monedero
2026-05-01T10:28:08,1649510,540,Monedero
2026-05-01T11:51:18,54593337,420,Monedero
2026-05-01T11:51:39,54593337,420,Monedero
2026-05-01T12:06:19,2106000269,0,Otros
2026-05-01T12:23:16,272052689,140,Estudiante
