fecha,linea,direccion,servicio,estacion,t_arr_est,t_dep_est,capacidad_tren,A_llegadas_anden,D_bajadas,Demanda_anden,Capacidad_disponible,B_embarque,R_quedados,Q_out_cola,L_in_abordo,L_out_abordo
2026-02-02,L1,HQ→TH,20301.0,Hualqui,,2026-02-02 06:12:00,780.0,26,0,26.0,780.0,26.0,0.0,0.0,0.0,26.0
2026-02-02,L1,HQ→TH,20301.0,Concepcion,2026-02-02 06:50:00,2026-02-02 06:23:00,780.0,108,34,108.0,780.0,108.0,0.0,0.0,26.0,100.0
2026-02-02,L1,HQ→TH,20301.0,La Leonera,,2026-02-02 06:27:00,780.0,15,0,15.0,680.0,15.0,0.0,0.0,100.0,115.0
2026-02-02,L1,HQ→TH,20301.0,Manquimavida,,2026-02-02 06:28:30,780.0,12,0,12.0,665.0,12.0,0.0,0.0,115.0,127.0
2026-02-02,L1,HQ→TH,20301.0,Chiguayante,,2026-02-02 06:32:00,780.0,9,0,9.0,653.0,9.0,0.0,0.0,127.0,136.0
2026-02-02,L1,HQ→TH,20301.0,Pedro Medina,,2026-02-02 06:33:00,780.0,14,0,14.0,644.0,14.0,0.0,0.0,136.0,150.0
2026-02-02,L1,HQ→TH,20301.0,UTF Santa Maria,2026-02-02 07:09:00,2026-02-02 07:00:30,780.0,8,18,8.0,648.0,8.0,0.0,0.0,150.0,140.0
2026-02-02,L1,HQ→TH,20301.0,Lzo. Arenas,2026-02-02 07:05:00,2026-02-02 07:02:00,780.0,3,10,3.0,650.0,3.0,0.0,0.0,140.0,133.0
2026-02-02,L1,HQ→TH,20301.0,Higueras,2026-02-02 07:18:00,2026-02-02 07:14:00,780.0,1,68,1.0,715.0,1.0,0.0,0.0,133.0,66.0
2026-02-02,L1,HQ→TH,20301.0,Los Condores,2026-02-02 07:14:00,,780.0,0,6,0.0,720.0,0.0,0.0,0.0,66.0,60.0
2026-02-02,L1,HQ→TH,20301.0,El Arenal,2026-02-02 07:22:00,,780.0,0,21,0.0,741.0,0.0,0.0,0.0,60.0,39.0
2026-02-02,L1,HQ→TH,20301.0,Mercado,2026-02-02 07:25:00,,780.0,0,39,0.0,780.0,0.0,0.0,0.0,39.0,0.0
2026-02-02,L1,HQ→TH,20305.0,Hualqui,,2026-02-02 07:26:00,780.0,37,0,37.0,780.0,37.0,0.0,0.0,0.0,37.0
2026-02-02,L1,HQ→TH,20305.0,Concepcion,2026-02-02 08:01:00,2026-02-02 07:35:00,780.0,43,54,43.0,780.0,43.0,0.0,0.0,37.0,26.0
2026-02-02,L1,HQ→TH,20305.0,La Leonera,2026-02-02 07:42:00,2026-02-02 07:37:00,780.0,23,2,23.0,756.0,23.0,0.0,0.0,26.0,47.0
2026-02-02,L1,HQ→TH,20305.0,Manquimavida,,2026-02-02 07:40:00,780.0,27,0,27.0,733.0,27.0,0.0,0.0,47.0,74.0
2026-02-02,L1,HQ→TH,20305.0,Pedro Medina,,2026-02-02 07:41:00,780.0,9,0,9.0,706.0,9.0,0.0,0.0,74.0,83.0
2026-02-02,L1,HQ→TH,20305.0,Chiguayante,2026-02-02 07:50:00,2026-02-02 07:46:00,780.0,19,4,19.0,701.0,19.0,0.0,0.0,83.0,98.0
2026-02-02,L1,HQ→TH,20305.0,Lzo. Arenas,2026-02-02 08:08:00,2026-02-02 08:02:00,780.0,6,29,6.0,711.0,6.0,0.0,0.0,98.0,75.0
2026-02-02,L1,HQ→TH,20305.0,El Arenal,2026-02-02 08:24:00,2026-02-02 08:02:00,780.0,1,14,1.0,719.0,1.0,0.0,0.0,75.0,62.0
2026-02-02,L1,HQ→TH,20305.0,UTF Santa Maria,2026-02-02 08:12:00,2026-02-02 08:08:30,780.0,4,12,4.0,730.0,4.0,0.0,0.0,62.0,54.0
2026-02-02,L1,HQ→TH,20305.0,Los Condores,2026-02-02 08:16:00,2026-02-02 08:15:00,780.0,1,17,1.0,743.0,1.0,0.0,0.0,54.0,38.0
2026-02-02,L1,HQ→TH,20305.0,Higueras,2026-02-02 08:20:00,2026-02-02 08:16:00,780.0,1,5,1.0,747.0,1.0,0.0,0.0,38.0,34.0
2026-02-02,L1,HQ→TH,20305.0,Mercado,2026-02-02 08:27:00,,780.0,0,34,0.0,780.0,0.0,0.0,0.0,34.0,0.0
2026-02-02,L1,HQ→TH,20309.0,Hualqui,,2026-02-02 08:26:00,780.0,25,0,25.0,780.0,25.0,0.0,0.0,0.0,25.0
2026-02-02,L1,HQ→TH,20309.0,La Leonera,,2026-02-02 08:34:30,780.0,8,0,8.0,755.0,8.0,0.0,0.0,25.0,33.0
2026-02-02,L1,HQ→TH,20309.0,Manquimavida,2026-02-02 08:42:00,2026-02-02 08:37:30,780.0,10,1,10.0,748.0,10.0,0.0,0.0,33.0,42.0
2026-02-02,L1,HQ→TH,20309.0,Pedro Medina,,2026-02-02 08:41:00,780.0,4,0,4.0,738.0,4.0,0.0,0.0,42.0,46.0
2026-02-02,L1,HQ→TH,20309.0,Chiguayante,2026-02-02 08:47:30,2026-02-02 08:44:30,780.0,10,2,10.0,736.0,10.0,0.0,0.0,46.0,54.0
2026-02-02,L1,HQ→TH,20309.0,Lzo. Arenas,,2026-02-02 08:48:00,780.0,1,0,1.0,726.0,1.0,0.0,0.0,54.0,55.0
2026-02-02,L1,HQ→TH,20309.0,Concepcion,2026-02-02 08:59:00,2026-02-02 08:57:30,780.0,8,44,8.0,769.0,8.0,0.0,0.0,55.0,19.0
2026-02-02,L1,HQ→TH,20309.0,Los Condores,2026-02-02 09:16:00,2026-02-02 09:09:00,780.0,1,3,1.0,764.0,1.0,0.0,0.0,19.0,17.0
2026-02-02,L1,HQ→TH,20309.0,UTF Santa Maria,2026-02-02 09:11:00,,780.0,0,3,0.0,766.0,0.0,0.0,0.0,17.0,14.0
2026-02-02,L1,HQ→TH,20309.0,Higueras,2026-02-02 09:19:00,,780.0,0,2,0.0,768.0,0.0,0.0,0.0,14.0,12.0
2026-02-02,L1,HQ→TH,20309.0,El Arenal,2026-02-02 09:23:00,,780.0,0,2,0.0,770.0,0.0,0.0,0.0,12.0,10.0
2026-02-02,L1,HQ→TH,20309.0,Mercado,2026-02-02 09:26:00,,780.0,0,10,0.0,780.0,0.0,0.0,0.0,10.0,0.0
2026-02-02,L1,HQ→TH,20311.0,Hualqui,,2026-02-02 09:06:00,780.0,37,0,37.0,780.0,37.0,0.0,0.0,0.0,37.0
2026-02-02,L1,HQ→TH,20311.0,Concepcion,2026-02-02 09:46:00,2026-02-02 09:11:00,780.0,12,39,12.0,780.0,12.0,0.0,0.0,37.0,10.0
2026-02-02,L1,HQ→TH,20311.0,La Leonera,,2026-02-02 09:22:00,780.0,5,0,5.0,770.0,5.0,0.0,0.0,10.0,15.0
2026-02-02,L1,HQ→TH,20311.0,Manquimavida,,2026-02-02 09:25:00,780.0,6,0,6.0,765.0,6.0,0.0,0.0,15.0,21.0
