viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,150855,Diagonal Bio Bio,Concepcion,20060,L2,V1,2025-08-05 17:06:02,2025-08-05 17:21:48,CW→CC,2025-08-05,,20060,20060
1,174680,Coronel,Hito Galvarino,20034,L2,V1,2025-08-05 10:17:33,2025-08-05 10:39:54,CW→CC,2025-08-05,,20034,20034
2,174680,Hito Galvarino,Coronel,20041,L2,V1,2025-08-05 13:09:25,2025-08-05 13:51:09,CC→CW,2025-08-05,,20041,20041
3,176340,Concepcion,Pedro Medina,20300,L1,V1,2025-08-05 06:58:47,2025-08-05 07:13:21,TH→HQ,2025-08-05,,20300,20300
4,176411,Huinca,Costa Mar,20006,L2,V1,2025-08-05 06:47:20,2025-08-05 07:11:21,CW→CC,2025-08-05,,20006,20006
5,176438,Coronel,Concepcion,20040,L2,V1,2025-08-05 12:02:22,2025-08-05 13:05:34,CW→CC,2025-08-05,,20040,20040
6,176608,Huinca,Concepcion,20046,L2,V1,2025-08-05 13:37:03,2025-08-05 14:43:17,CW→CC,2025-08-05,,20046,20046
7,176608,Concepcion,Los Canelos,20067,L2,V1,2025-08-05 18:11:11,2025-08-05 19:09:50,CC→CW,2025-08-05,,20067,20067
8,177227,Concepcion,Hito Galvarino,20059,L2,V1,2025-08-05 17:19:53,2025-08-05 17:56:46,CC→CW,2025-08-05,,20059,20059
9,177327,Coronel,Huinca,20014,L2,V1,2025-08-05 07:44:40,2025-08-05 07:55:37,CW→CC,2025-08-05,,20014,20014
10,177327,Huinca,Hito Galvarino,20072,L2,V1,2025-08-05 18:34:03,2025-08-05 19:04:10,CW→CC,2025-08-05,,20072,20072
11,177525,Costa Mar,Concepcion,20010,L2,V1,2025-08-05 07:46:35,2025-08-05 08:05:45,CW→CC,2025-08-05,,20010,20010
12,177525,Concepcion,Costa Mar,20067,L2,V1,2025-08-05 18:12:02,2025-08-05 18:50:26,CC→CW,2025-08-05,,20067,20067
13,177735,Cristo Redentor,Concepcion,20030,L2,V1,2025-08-05 09:36:21,2025-08-05 10:43:07,CW→CC,2025-08-05,,20030,20028
14,177765,El Parque,Concepcion,20060,L2,V1,2025-08-05 16:38:54,2025-08-05 17:41:51,CW→CC,2025-08-05,combo_por_entrada,20060,20060
15,177883,Concepcion,Cdal. Raul Silva Henriquez,20075,L2,V1,2025-08-05 19:14:45,2025-08-05 19:48:56,CC→CW,2025-08-05,,20075,20075
16,177888,Mercado,Concepcion,20320,L1,V1,2025-08-05 15:58:05,2025-08-05 16:26:41,TH→HQ,2025-08-05,,20320,20320
17,177968,Manquimavida,Concepcion,20373,L1,V1,2025-08-05 08:26:23,2025-08-05 08:44:09,HQ→TH,2025-08-05,,20373,20373
18,177968,Concepcion,Manquimavida,20312,L1,V1,2025-08-05 10:16:10,2025-08-05 10:45:06,TH→HQ,2025-08-05,,20312,20312
19,177998,Concepcion,Cristo Redentor,20015,L2,V1,2025-08-05 08:38:20,2025-08-05 09:17:56,CC→CW,2025-08-05,,20015,20015
20,178022,Los Condores,Concepcion,20324,L1,V1,2025-08-05 17:41:15,2025-08-05 17:56:04,TH→HQ,2025-08-05,,20324,20324
21,178022,Concepcion,Los Condores,20329,L1,V1,2025-08-05 18:59:30,2025-08-05 19:16:51,HQ→TH,2025-08-05,,20329,20329
22,178071,Manquimavida,El Arenal,20311,L1,V1,2025-08-05 09:20:42,2025-08-05 10:13:11,HQ→TH,2025-08-05,,20311,20311
23,178071,El Arenal,Manquimavida,20328,L1,V1,2025-08-05 18:51:56,2025-08-05 19:49:39,TH→HQ,2025-08-05,,20328,20326
24,178095,Coronel,Cdal. Raul Silva Henriquez,20018,L2,V1,2025-08-05 08:17:15,2025-08-05 08:42:11,CW→CC,2025-08-05,,20018,20018
25,178095,Concepcion,Cdal. Raul Silva Henriquez,20069,L2,V1,2025-08-05 18:23:02,2025-08-05 18:59:58,CC→CW,2025-08-05,,20069,20069
26,178096,Concepcion,Los Condores,20311,L1,V1,2025-08-05 09:39:14,2025-08-05 10:03:51,HQ→TH,2025-08-05,,20311,20311
27,178875,Concepcion,Cdal. Raul Silva Henriquez,20071,L2,V1,2025-08-05 18:43:33,2025-08-05 19:18:58,CC→CW,2025-08-05,,20071,20071
