viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,158264,Cristo Redentor,Concepcion,20040,L2,V1,2025-07-31 12:15:38,2025-07-31 13:05:16,CW→CC,2025-07-31,,20040,20040
1,158264,Concepcion,Cristo Redentor,20077,L2,V1,2025-07-31 19:24:45,2025-07-31 20:03:42,CC→CW,2025-07-31,,20077,20077
2,176047,Concepcion,Huinca,20065,L2,V1,2025-07-31 18:04:09,2025-07-31 18:47:06,CC→CW,2025-07-31,,20065,20065
3,176240,Higueras,Manquimavida,20322,L1,V1,2025-07-31 17:05:50,2025-07-31 17:45:17,TH→HQ,2025-07-31,,20322,20322
4,176411,Huinca,Alborada,20000,L2,V1,2025-07-31 06:05:23,2025-07-31 06:29:53,CW→CC,2025-07-31,,20000,
5,176411,Cdal. Raul Silva Henriquez,Huinca,20069,L2,V1,2025-07-31 18:46:07,2025-07-31 19:10:04,CC→CW,2025-07-31,,20069,20069
6,176643,Cdal. Raul Silva Henriquez,Laguna Quinenco,20055,L2,V1,2025-07-31 16:52:11,2025-07-31 17:21:09,CC→CW,2025-07-31,,20055,20055
7,176643,Laguna Quinenco,Cdal. Raul Silva Henriquez,20078,L2,V1,2025-07-31 18:54:07,2025-07-31 19:25:31,CW→CC,2025-07-31,,20078,20078
8,177253,Diagonal Bio Bio,Costa Mar,20031,L2,V1,2025-07-31 10:39:18,2025-07-31 10:53:19,CC→CW,2025-07-31,,20031,20031
9,177382,Laguna Quinenco,Concepcion,20062,L2,V1,2025-07-31 16:58:23,2025-07-31 17:53:22,CW→CC,2025-07-31,,20062,20062
10,177864,Coronel,Concepcion,20018,L2,V1,2025-07-31 08:12:00,2025-07-31 09:11:28,CW→CC,2025-07-31,,20018,20018
11,177883,Concepcion,Cdal. Raul Silva Henriquez,20075,L2,V1,2025-07-31 18:58:47,2025-07-31 19:43:20,CC→CW,2025-07-31,,20075,20075
12,177936,La Leonera,Chiguayante,20305,L1,V1,2025-07-31 07:36:19,2025-07-31 07:56:44,HQ→TH,2025-07-31,,20305,20305
13,177936,Chiguayante,La Leonera,20322,L1,V1,2025-07-31 17:31:49,2025-07-31 17:47:28,TH→HQ,2025-07-31,,20322,20322
14,177950,Costa Mar,Concepcion,20050,L2,V1,2025-07-31 14:36:26,2025-07-31 15:32:58,CW→CC,2025-07-31,,20050,20050
15,178095,Cdal. Raul Silva Henriquez,Coronel,20069,L2,V1,2025-07-31 18:59:03,2025-07-31 19:35:31,CC→CW,2025-07-31,,20069,20069
16,178096,Los Condores,Concepcion,20304,L1,V1,2025-07-31 07:39:42,2025-07-31 07:58:56,TH→HQ,2025-07-31,,20304,20304
17,178096,Concepcion,Los Condores,20311,L1,V1,2025-07-31 09:35:01,2025-07-31 10:04:31,HQ→TH,2025-07-31,,20311,20311
18,178158,Costa Mar,Concepcion,20018,L2,V1,2025-07-31 08:47:16,2025-07-31 09:09:11,CW→CC,2025-07-31,,20018,20018
19,178860,Concepcion,Diagonal Bio Bio,20019,L2,V1,2025-07-31 08:55:34,2025-07-31 09:21:43,CC→CW,2025-07-31,,20019,20019
20,178897,Los Canelos,Alborada,20040,L2,V1,2025-07-31 12:22:53,2025-07-31 12:45:29,CW→CC,2025-07-31,,20040,20039
21,179027,Cristo Redentor,Concepcion,20046,L2,V1,2025-07-31 13:53:57,2025-07-31 14:44:36,CW→CC,2025-07-31,,20046,20046
22,179053,Costa Mar,Laguna Quinenco,20035,L2,V1,2025-07-31 11:27:49,2025-07-31 11:54:41,CC→CW,2025-07-31,,20035,20035
23,179053,Laguna Quinenco,Los Canelos,20084,L2,V1,2025-07-31 19:23:07,2025-07-31 19:52:47,CW→CC,2025-07-31,,20084,20084
24,179053,Huinca,Costa Mar,20096,L2,V1,2025-07-31 21:55:20,2025-07-31 22:25:49,CW→CC,2025-07-31,,20096,20096
25,180089,Los Canelos,Concepcion,20014,L2,V1,2025-07-31 07:44:19,2025-07-31 08:34:54,CW→CC,2025-07-31,,20014,20014
26,180089,Lomas Coloradas,Los Canelos,20071,L2,V1,2025-07-31 19:06:16,2025-07-31 19:22:57,CC→CW,2025-07-31,,20071,20071
27,180097,Concepcion,Los Condores,20331,L1,V1,2025-07-31 18:55:08,2025-07-31 20:00:56,HQ→TH,2025-07-31,combo_por_entrada,20331,20331
28,180293,Coronel,Lomas Coloradas,20072,L2,V1,2025-07-31 18:16:22,2025-07-31 18:50:50,CW→CC,2025-07-31,,20072,20072
29,180297,Costa Mar,Lomas Coloradas,20011,L2,V1,2025-07-31 08:26:30,2025-07-31 08:33:19,CC→CW,2025-07-31,,20011,20011
30,180366,Los Condores,Concepcion,20841,L1,V1,2025-07-31 07:09:49,2025-07-31 08:07:16,TH→HQ,2025-07-31,,20841,20841
31,180366,Concepcion,Los Condores,20305,L1,V1,2025-07-31 08:07:29,2025-07-31 08:23:12,HQ→TH,2025-07-31,,20305,20305
32,180387,Concepcion,Los Condores,20355,L1,V1,2025-07-31 07:55:45,2025-07-31 09:04:06,HQ→TH,2025-07-31,combo_por_entrada,20355,20355
33,180387,Concepcion,Costa Mar,20073,L2,V1,2025-07-31 18:06:11,2025-07-31 18:58:21,CC→CW,2025-07-31,combo_relajado_pase1,20073,20067
