viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,174634,Huinca,Concepcion,20062,L2,V1,2025-10-21 17:14:04,2025-10-21 17:51:30,CW→CC,2025-10-21,,20062,20062
1,174634,Concepcion,Huinca,20093,L2,V1,2025-10-21 21:39:32,2025-10-21 22:18:03,CC→CW,2025-10-21,,20093,20093
2,174637,UTF Santa Maria,Lzo. Arenas,20304,L1,V1,2025-10-21 07:44:18,2025-10-21 07:51:25,TH→HQ,2025-10-21,,20304,20304
3,175434,Concepcion,Concepcion,,,N/A,2025-10-21 08:07:13,2025-10-21 08:26:53,,2025-10-21,no viajo,,
4,176240,Manquimavida,Higueras,20305,L1,V1,2025-10-21 07:41:15,2025-10-21 08:22:16,HQ→TH,2025-10-21,,20305,20305
5,176240,Higueras,Manquimavida,20324,L1,V1,2025-10-21 17:38:11,2025-10-21 18:24:47,TH→HQ,2025-10-21,,20324,20324
6,176452,Concepcion,Hualqui,20855,L1,V1,2025-10-21 21:00:03,2025-10-21 21:44:56,TH→HQ,2025-10-21,,20855,20855
7,176716,Huinca,Concepcion,20028,L2,V1,2025-10-21 09:54:58,2025-10-21 10:42:03,CW→CC,2025-10-21,,20028,20028
8,176716,Concepcion,Los Canelos,20047,L2,V1,2025-10-21 14:27:33,2025-10-21 15:27:40,CC→CW,2025-10-21,,20047,20047
9,177382,Laguna Quinenco,Concepcion,20092,L2,V1,2025-10-21 20:39:29,2025-10-21 21:31:56,CW→CC,2025-10-21,,20092,20092
10,177512,Los Condores,Concepcion,20304,L1,V1,2025-10-21 07:39:41,2025-10-21 07:57:47,TH→HQ,2025-10-21,,20304,20304
11,177558,Pedro Medina,Concepcion,20321,L1,V1,2025-10-21 16:10:05,2025-10-21 16:36:07,HQ→TH,2025-10-21,,20321,20321
12,177558,Concepcion,Pedro Medina,20326,L1,V1,2025-10-21 18:22:46,2025-10-21 18:51:23,TH→HQ,2025-10-21,,20326,20326
13,177715,Lomas Coloradas,Concepcion,20020,L2,V1,2025-10-21 09:26:19,2025-10-21 09:55:29,CW→CC,2025-10-21,,20020,20020
14,177936,Chiguayante,Concepcion,20325,L1,V1,2025-10-21 17:06:32,2025-10-21 17:32:46,HQ→TH,2025-10-21,,20325,20325
15,178030,Alborada,Concepcion,20008,L2,V1,2025-10-21 07:30:06,2025-10-21 07:55:35,CW→CC,2025-10-21,,20008,20008
16,178071,Manquimavida,El Arenal,20375,L1,V1,2025-10-21 09:14:26,2025-10-21 09:51:52,HQ→TH,2025-10-21,,20375,20375
17,178071,El Arenal,Manquimavida,20328,L1,V1,2025-10-21 19:01:32,2025-10-21 19:50:04,TH→HQ,2025-10-21,,20328,20328
18,178095,Concepcion,Cdal. Raul Silva Henriquez,20081,L2,V1,2025-10-21 20:04:28,2025-10-21 20:56:18,CC→CW,2025-10-21,,20081,20081
19,178152,Los Condores,Lzo. Arenas,20330,L1,V1,2025-10-21 19:39:25,2025-10-21 19:57:31,TH→HQ,2025-10-21,,20330,20330
20,178208,Concepcion,Manquimavida,20326,L1,V1,2025-10-21 18:30:54,2025-10-21 18:55:20,TH→HQ,2025-10-21,,20326,20326
21,178819,Los Condores,Concepcion,20841,L1,V1,2025-10-21 07:03:39,2025-10-21 08:13:41,TH→HQ,2025-10-21,combo_relajado_pase1,20841,
22,178938,Concepcion,Hito Galvarino,20085,L2,V1,2025-10-21 20:18:29,2025-10-21 21:02:00,CC→CW,2025-10-21,,20085,20085
23,179355,Manquimavida,Concepcion,20313,L1,V1,2025-10-21 10:08:34,2025-10-21 11:01:28,HQ→TH,2025-10-21,combo_por_entrada,20313,20031
24,179355,El Parque,Concepcion,20042,L2,V1,2025-10-21 12:52:55,2025-10-21 13:29:08,CW→CC,2025-10-21,,20042,20040
25,179458,Coronel,Concepcion,20004,L2,V1,2025-10-21 05:46:52,2025-10-21 07:28:53,CW→CC,2025-10-21,combo_por_entrada,20004,20004
26,180175,Los Canelos,Concepcion,20028,L2,V1,2025-10-21 09:59:11,2025-10-21 10:44:05,CW→CC,2025-10-21,,20028,20028
27,180175,Concepcion,Cristo Redentor,20085,L2,V1,2025-10-21 20:26:50,2025-10-21 21:11:20,CC→CW,2025-10-21,,20085,20085
28,180302,Laguna Quinenco,Concepcion,20042,L2,V1,2025-10-21 12:35:22,2025-10-21 13:27:13,CW→CC,2025-10-21,,20042,20042
29,180387,Cdal. Raul Silva Henriquez,Concepcion,20198,L2,V1,2025-10-21 07:50:09,2025-10-21 09:10:48,CW→CC,2025-10-21,combo_por_entrada,20198,20198
30,180387,Los Condores,Concepcion,20326,L1,V1,2025-10-21 18:06:21,2025-10-21 19:01:35,TH→HQ,2025-10-21,combo_por_entrada,20326,20324
31,180623,Los Canelos,Lomas Coloradas,20054,L2,V1,2025-10-21 15:33:52,2025-10-21 16:06:13,CW→CC,2025-10-21,,20054,20054
32,181274,Concepcion,Huinca,20069,L2,V1,2025-10-21 18:36:20,2025-10-21 19:18:32,CC→CW,2025-10-21,,20069,20069
33,181341,Coronel,Costa Mar,20190,L2,V1,2025-10-21 06:13:34,2025-10-21 06:43:52,CW→CC,2025-10-21,,20190,20190
34,181341,Costa Mar,Coronel,20059,L2,V1,2025-10-21 17:36:22,2025-10-21 18:13:08,CC→CW,2025-10-21,,20059,20059
35,182283,Concepcion,Alborada,,,N/A,2025-10-21 09:42:13,2025-10-21 10:09:26,,2025-10-21,sin_combo_factible_en_hub|sin_s1_factible_retro,,
36,182283,Costa Mar,Concepcion,20042,L2,V1,2025-10-21 13:00:50,2025-10-21 13:29:19,CW→CC,2025-10-21,,20042,20042
37,182349,Los Canelos,Diagonal Bio Bio,20002,L2,V1,2025-10-21 06:00:37,2025-10-21 06:31:51,CW→CC,2025-10-21,,20002,20002
38,182349,Concepcion,Huinca,20069,L2,V1,2025-10-21 18:36:49,2025-10-21 19:19:14,CC→CW,2025-10-21,,20069,20069
39,182383,Lomas Coloradas,Concepcion,20010,L2,V1,2025-10-21 07:36:25,2025-10-21 08:34:42,CW→CC,2025-10-21,,20010,20010
40,182399,Concepcion,Costa Mar,20069,L2,V1,2025-10-21 18:35:12,2025-10-21 18:57:52,CC→CW,2025-10-21,,20069,20069
41,183301,Hito Galvarino,El Parque,20010,L2,V1,2025-10-21 07:36:29,2025-10-21 07:53:52,CW→CC,2025-10-21,,20010,
42,183301,Costa Mar,Hito Galvarino,20063,L2,V1,2025-10-21 17:52:25,2025-10-21 18:47:21,CC→CW,2025-10-21,,20063,20063
43,183372,Los Condores,Hualqui,20300,L1,V1,2025-10-21 06:33:50,2025-10-21 07:30:03,TH→HQ,2025-10-21,,20300,20300
44,184184,El Arenal,UTF Santa Maria,20330,L1,V1,2025-10-21 19:34:33,2025-10-21 19:52:50,TH→HQ,2025-10-21,,20330,20330
45,184246,Concepcion,Hualqui,20326,L1,V1,2025-10-21 18:18:26,2025-10-21 19:12:48,TH→HQ,2025-10-21,,20326,20326
46,184480,Coronel,Costa Mar,20020,L2,V1,2025-10-21 08:25:24,2025-10-21 09:31:29,CW→CC,2025-10-21,,20020,20020
47,184480,Costa Mar,Concepcion,20042,L2,V1,2025-10-21 12:58:45,2025-10-21 13:26:03,CW→CC,2025-10-21,,20042,20042
48,185104,Huinca,Lomas Coloradas,20074,L2,V1,2025-10-21 18:39:14,2025-10-21 18:56:15,CW→CC,2025-10-21,,20074,20074
49,185284,Manquimavida,UTF Santa Maria,20329,L1,V1,2025-10-21 18:25:32,2025-10-21 19:19:50,HQ→TH,2025-10-21,,20329,20327
50,185921,UTF Santa Maria,Concepcion,20841,L1,V1,2025-10-21 07:03:05,2025-10-21 07:27:52,TH→HQ,2025-10-21,,20841,20841
51,185921,Concepcion,UTF Santa Maria,,,N/A,2025-10-21 16:18:25,2025-10-21 16:26:54,,2025-10-21,sin_combo_factible_en_hub|sin_s1_factible_retro,,
52,186009,Cristo Redentor,El Parque,20002,L2,V1,2025-10-21 06:02:13,2025-10-21 06:24:53,CW→CC,2025-10-21,,20002,20002
53,186009,El Parque,Cristo Redentor,20059,L2,V1,2025-10-21 17:38:26,2025-10-21 18:02:53,CC→CW,2025-10-21,,20059,20059
54,186106,Concepcion,Diagonal Bio Bio,20047,L2,V1,2025-10-21 14:19:19,2025-10-21 15:03:56,CC→CW,2025-10-21,,20047,20047
55,186165,Concepcion,Lomas Coloradas,20093,L2,V1,2025-10-21 21:25:04,2025-10-21 22:03:29,CC→CW,2025-10-21,,20093,20093
56,186774,Coronel,Cdal. Raul Silva Henriquez,20096,L2,V1,2025-10-21 21:52:47,2025-10-21 22:17:45,CW→CC,2025-10-21,,20096,20096
57,186860,Concepcion,UTF Santa Maria,20301,L1,V1,2025-10-21 07:05:30,2025-10-21 07:42:54,HQ→TH,2025-10-21,combo_relajado_pase2,20301,20301
58,186881,Concepcion,Hito Galvarino,20061,L2,V1,2025-10-21 17:27:30,2025-10-21 18:47:18,CC→CW,2025-10-21,,20061,20061
59,187461,Cristo Redentor,Concepcion,20036,L2,V1,2025-10-21 11:04:34,2025-10-21 12:03:20,CW→CC,2025-10-21,,20036,20036
60,187592,Concepcion,El Arenal,20329,L1,V1,2025-10-21 18:58:48,2025-10-21 19:32:21,HQ→TH,2025-10-21,,20329,
61,189710,Coronel,Costa Mar,20054,L2,V1,2025-10-21 15:34:53,2025-10-21 16:11:38,CW→CC,2025-10-21,,20054,20054
62,189802,Costa Mar,Cdal. Raul Silva Henriquez,20047,L2,V1,2025-10-21 14:54:53,2025-10-21 15:16:41,CC→CW,2025-10-21,,20047,20047
63,189874,Manquimavida,UTF Santa Maria,20371,L1,V1,2025-10-21 07:22:33,2025-10-21 08:00:08,HQ→TH,2025-10-21,,20371,20301
64,189874,UTF Santa Maria,Concepcion,20318,L1,V1,2025-10-21 14:53:26,2025-10-21 15:31:07,TH→HQ,2025-10-21,,20318,20318
65,189874,Concepcion,Manquimavida,20320,L1,V1,2025-10-21 16:19:08,2025-10-21 16:48:38,TH→HQ,2025-10-21,,20320,20320
66,189880,Concepcion,Los Canelos,,,N/A,2025-10-21 06:41:06,2025-10-21 07:28:54,,2025-10-21,sin_combo_factible_en_hub|sin_s2_por_salida,,
67,189880,Hito Galvarino,Concepcion,20072,L2,V1,2025-10-21 18:25:02,2025-10-21 19:18:26,CW→CC,2025-10-21,,20072,20072
68,190605,Los Condores,Concepcion,20310,L1,V2,2025-10-21 09:11:02,2025-10-21 09:26:37,,2025-10-21,sin_combo_factible_en_hub|sin_s1_factible_retro,,20310
69,190605,Concepcion,Los Condores,20333,L1,V1,2025-10-21 20:32:13,2025-10-21 20:53:46,HQ→TH,2025-10-21,,20333,20333
70,190759,La Leonera,El Parque,,,N/A,2025-10-21 11:37:35,2025-10-21 12:17:44,,2025-10-21,sin_combo_factible_en_hub|sin_s1_factible_retro,,
71,190759,El Parque,Concepcion,20062,L2,V1,2025-10-21 17:27:38,2025-10-21 18:26:30,CW→CC,2025-10-21,combo_por_entrada,20062,20062
72,191155,La Leonera,Concepcion,20371,L1,V1,2025-10-21 07:11:03,2025-10-21 07:54:40,HQ→TH,2025-10-21,,20371,20371
73,191185,Mercado,Concepcion,20328,L1,V1,2025-10-21 19:32:14,2025-10-21 20:17:29,TH→HQ,2025-10-21,combo_relajado_pase2,20328,20328
74,191322,La Leonera,Concepcion,20309,L1,V1,2025-10-21 08:38:48,2025-10-21 09:03:08,HQ→TH,2025-10-21,,20309,20309
75,191719,Cristo Redentor,Concepcion,20034,L2,V1,2025-10-21 10:14:56,2025-10-21 11:31:36,CW→CC,2025-10-21,,20034,20034
76,191719,Concepcion,Cristo Redentor,20079,L2,V1,2025-10-21 19:52:00,2025-10-21 20:36:21,CC→CW,2025-10-21,,20079,20079
77,191835,UTF Santa Maria,Chiguayante,20322,L1,V1,2025-10-21 17:18:40,2025-10-21 18:16:20,TH→HQ,2025-10-21,,20322,20322
78,192430,Concepcion,Hito Galvarino,,,N/A,2025-10-21 07:26:35,2025-10-21 08:30:48,,2025-10-21,sin_combo_factible_en_hub|sin_s1_factible_retro,,
79,193987,Laguna Quinenco,Juan Pablo II,20006,L2,V1,2025-10-21 06:39:05,2025-10-21 07:48:11,CW→CC,2025-10-21,,20006,20006
80,193987,Juan Pablo II,Laguna Quinenco,20059,L2,V1,2025-10-21 17:21:53,2025-10-21 18:04:59,CC→CW,2025-10-21,,20059,20059
