id_servicio_pdf,pagina_pdf,sector,tipo_dia,sentido,servicio,estacion_origen,hora_salida_origen,hora_llegada_orig,estacion_terminal,hora_llegada_term,hora_salida_term,n_estaciones_hora
P07|Concepción a Coronel|20041,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20041,CONCEPCIÓN,10:30,10:35:40,CORONEL,11:12,11:09:30,14
P07|Concepción a Coronel|20049,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20049,CONCEPCIÓN,11:30,11:35:40,CORONEL,12:12,12:09:30,14
P07|Concepción a Coronel|20051,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20051,CONCEPCIÓN,11:45,11:50:40,CORONEL,12:27,12:24:30,14
P07|Concepción a Coronel|20053,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20053,CONCEPCIÓN,12:10,12:15:40,CORONEL,12:52,12:49:30,14
P07|Concepción a Coronel|20057,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20057,CONCEPCIÓN,13:00,13:05:40,CORONEL,13:42,13:39:30,14
P07|Concepción a Coronel|20141,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20141,CONCEPCIÓN,6:45,6:50:40,CORONEL,7:27,7:24:30,14
P07|Concepción a Coronel|20143,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20143,CONCEPCIÓN,7:15,7:20:40,CORONEL,7:57,7:54:30,14
P07|Concepción a Coronel|20145,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20145,CONCEPCIÓN,7:45,7:50:40,CORONEL,8:27,8:24:30,14
P07|Concepción a Coronel|20147,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20147,CONCEPCIÓN,8:15,8:20:40,CORONEL,8:57,8:54:30,14
P07|Concepción a Coronel|20149,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20149,CONCEPCIÓN,8:30,8:35:40,CORONEL,9:12,9:09:30,14
P07|Concepción a Coronel|20151,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20151,CONCEPCIÓN,8:45,8:50:40,CORONEL,9:27,9:24:30,14
P07|Concepción a Coronel|20153,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20153,CONCEPCIÓN,9:15,9:20:40,CORONEL,9:57,9:54:30,14
P07|Concepción a Coronel|20035,7,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20035,CONCEPCIÓN,9:50,9:55:40,CORONEL,10:32,10:29:30,14
P07|Coronel a Concepción|20044,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20044,CORONEL,10:05,10:07:25,CONCEPCIÓN,10:47,10:41:15,14
P07|Coronel a Concepción|20048,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20048,CORONEL,10:40,10:42:25,CONCEPCIÓN,11:22,11:16:15,14
P07|Coronel a Concepción|20050,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20050,CORONEL,11:00,11:02:25,CONCEPCIÓN,11:42,11:36:15,14
P07|Coronel a Concepción|20052,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20052,CORONEL,11:20,11:22:25,CONCEPCIÓN,12:02,11:56:15,14
P07|Coronel a Concepción|20056,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20056,CORONEL,12:15,12:17:25,CONCEPCIÓN,12:57,12:51:15,14
P07|Coronel a Concepción|20058,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20058,CORONEL,12:30,12:32:25,CONCEPCIÓN,13:12,13:06:15,14
P07|Coronel a Concepción|20142,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20142,CORONEL,6:30,6:32:25,CONCEPCIÓN,7:12,7:06:15,14
P07|Coronel a Concepción|20144,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20144,CORONEL,7:00,7:02:25,CONCEPCIÓN,7:42,7:36:15,14
P07|Coronel a Concepción|20146,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20146,CORONEL,7:30,7:32:25,CONCEPCIÓN,8:12,8:06:15,14
P07|Coronel a Concepción|20150,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20150,CORONEL,8:00,8:02:25,CONCEPCIÓN,8:42,8:36:15,14
P07|Coronel a Concepción|20152,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20152,CORONEL,8:30,8:32:25,CONCEPCIÓN,9:12,9:06:15,14
P07|Coronel a Concepción|20154,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20154,CORONEL,9:00,9:02:25,CONCEPCIÓN,9:42,9:36:15,14
P07|Coronel a Concepción|20156,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20156,CORONEL,9:15,9:17:25,CONCEPCIÓN,9:57,9:51:15,14
P07|Coronel a Concepción|20040,7,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20040,CORONEL,9:40,9:42:25,CONCEPCIÓN,10:22,10:16:15,14
P08|Concepción a Coronel|20059,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20059,CONCEPCIÓN,13:15,13:20:40,CORONEL,13:57,13:54:30,14
P08|Concepción a Coronel|20063,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20063,CONCEPCIÓN,14:35,14:40:40,CORONEL,15:17,15:14:30,14
P08|Concepción a Coronel|20067,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20067,CONCEPCIÓN,15:30,15:35:40,CORONEL,16:12,16:09:30,14
P08|Concepción a Coronel|20071,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20071,CONCEPCIÓN,16:40,16:45:40,CORONEL,17:22,17:19:30,14
P08|Concepción a Coronel|20157,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20157,CONCEPCIÓN,17:30,17:35:40,CORONEL,18:12,18:09:30,14
P08|Concepción a Coronel|20159,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20159,CONCEPCIÓN,18:00,18:05:40,CORONEL,18:42,18:39:30,14
P08|Concepción a Coronel|20161,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20161,CONCEPCIÓN,18:30,18:35:40,CORONEL,19:12,19:09:30,14
P08|Concepción a Coronel|20163,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20163,CONCEPCIÓN,19:00,19:05:40,CORONEL,19:42,19:39:30,14
P08|Concepción a Coronel|20165,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20165,CONCEPCIÓN,19:30,19:35:40,CORONEL,20:12,20:09:30,14
P08|Concepción a Coronel|20167,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20167,CONCEPCIÓN,20:00,20:05:40,CORONEL,20:42,20:39:30,14
P08|Concepción a Coronel|20169,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20169,CONCEPCIÓN,20:30,20:35:40,CORONEL,21:12,21:09:30,14
P08|Concepción a Coronel|20171,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20171,CONCEPCIÓN,21:00,21:05:40,CORONEL,21:42,21:39:30,14
P08|Concepción a Coronel|20173,8,CONCEPCIÓN-CORONEL,Sábado,Concepción a Coronel,20173,CONCEPCIÓN,21:30,21:35:40,CORONEL,22:12,22:09:30,14
P08|Coronel a Concepción|20062,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20062,CORONEL,13:50,13:52:25,CONCEPCIÓN,14:32,14:26:15,14
P08|Coronel a Concepción|20066,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20066,CORONEL,14:45,14:47:25,CONCEPCIÓN,15:27,15:21:15,14
P08|Coronel a Concepción|20068,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20068,CORONEL,15:35,15:37:25,CONCEPCIÓN,16:17,16:11:15,14
P08|Coronel a Concepción|20180,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20180,CORONEL,16:45,16:47:25,CONCEPCIÓN,17:27,17:21:15,14
P08|Coronel a Concepción|20158,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20158,CORONEL,17:15,17:17:25,CONCEPCIÓN,17:57,17:51:15,14
P08|Coronel a Concepción|20160,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20160,CORONEL,17:45,17:47:25,CONCEPCIÓN,18:27,18:21:15,14
P08|Coronel a Concepción|20162,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20162,CORONEL,18:15,18:17:25,CONCEPCIÓN,18:57,18:51:15,14
P08|Coronel a Concepción|20164,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20164,CORONEL,18:45,18:47:25,CONCEPCIÓN,19:27,19:21:15,14
P08|Coronel a Concepción|20166,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20166,CORONEL,19:15,19:17:25,CONCEPCIÓN,19:57,19:51:15,14
P08|Coronel a Concepción|20168,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20168,CORONEL,19:45,19:47:25,CONCEPCIÓN,20:27,20:21:15,14
P08|Coronel a Concepción|20170,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20170,CORONEL,20:15,20:17:25,CONCEPCIÓN,20:57,20:51:15,14
P08|Coronel a Concepción|20172,8,CONCEPCIÓN-CORONEL,Sábado,Coronel a Concepción,20172,CORONEL,20:45,20:47:25,CONCEPCIÓN,21:27,21:21:15,14
P09|Concepción a Coronel|20037,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20037,CONCEPCIÓN,10:05,10:10:40,CORONEL,10:47,10:44:30,14
P09|Concepción a Coronel|20041,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20041,CONCEPCIÓN,10:30,10:35:40,CORONEL,11:12,11:09:30,14
P09|Concepción a Coronel|20049,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20049,CONCEPCIÓN,11:30,11:35:40,CORONEL,12:12,12:09:30,14
P09|Concepción a Coronel|20051,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20051,CONCEPCIÓN,11:45,11:50:40,CORONEL,12:27,12:24:30,14
P09|Concepción a Coronel|20053,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20053,CONCEPCIÓN,12:10,12:15:40,CORONEL,12:52,12:49:30,14
P09|Concepción a Coronel|20059,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20059,CONCEPCIÓN,13:15,13:20:40,CORONEL,13:57,13:54:30,14
P09|Concepción a Coronel|20063,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20063,CONCEPCIÓN,14:35,14:40:40,CORONEL,15:17,15:14:30,14
P09|Concepción a Coronel|20067,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20067,CONCEPCIÓN,15:30,15:35:40,CORONEL,16:12,16:09:30,14
P09|Concepción a Coronel|20071,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20071,CONCEPCIÓN,16:40,16:45:40,CORONEL,17:22,17:19:30,14
P09|Concepción a Coronel|20157,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20157,CONCEPCIÓN,17:30,17:35:40,CORONEL,18:12,18:09:30,14
P09|Concepción a Coronel|20161,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20161,CONCEPCIÓN,18:30,18:35:40,CORONEL,19:12,19:09:30,14
P09|Concepción a Coronel|20163,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20163,CONCEPCIÓN,19:00,19:05:40,CORONEL,19:42,19:39:30,14
P09|Concepción a Coronel|20149,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20149,CONCEPCIÓN,8:30,8:35:40,CORONEL,9:12,9:09:30,14
P09|Concepción a Coronel|20153,9,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20153,CONCEPCIÓN,9:15,9:20:40,CORONEL,9:57,9:54:30,14
P09|Coronel a Concepción|20044,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20044,CORONEL,10:05,10:07:25,CONCEPCIÓN,10:47,10:41:15,14
P09|Coronel a Concepción|20050,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20050,CORONEL,11:00,11:02:25,CONCEPCIÓN,11:42,11:36:15,14
P09|Coronel a Concepción|20052,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20052,CORONEL,11:20,11:22:25,CONCEPCIÓN,12:02,11:56:15,14
P09|Coronel a Concepción|20056,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20056,CORONEL,12:15,12:17:25,CONCEPCIÓN,12:57,12:51:15,14
P09|Coronel a Concepción|20058,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20058,CORONEL,12:30,12:32:25,CONCEPCIÓN,13:12,13:06:15,14
P09|Coronel a Concepción|20062,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20062,CORONEL,13:50,13:52:25,CONCEPCIÓN,14:32,14:26:15,14
P09|Coronel a Concepción|20066,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20066,CORONEL,14:45,14:47:25,CONCEPCIÓN,15:27,15:21:15,14
P09|Coronel a Concepción|20068,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20068,CORONEL,15:35,15:37:25,CONCEPCIÓN,16:17,16:11:15,14
P09|Coronel a Concepción|20180,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20180,CORONEL,16:45,16:47:25,CONCEPCIÓN,17:27,17:21:15,14
P09|Coronel a Concepción|20160,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20160,CORONEL,17:45,17:47:25,CONCEPCIÓN,18:27,18:21:15,14
P09|Coronel a Concepción|20162,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20162,CORONEL,18:15,18:17:25,CONCEPCIÓN,18:57,18:51:15,14
P09|Coronel a Concepción|20152,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20152,CORONEL,8:30,8:32:25,CONCEPCIÓN,9:12,9:06:15,14
P09|Coronel a Concepción|20156,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20156,CORONEL,9:15,9:17:25,CONCEPCIÓN,9:57,9:51:15,14
P09|Coronel a Concepción|20040,9,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20040,CORONEL,9:40,9:42:25,CONCEPCIÓN,10:22,10:16:15,14
P10|Concepción a Coronel|20167,10,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20167,CONCEPCIÓN,20:00,20:05:40,CORONEL,20:42,20:39:30,14
P10|Concepción a Coronel|20295,10,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20295,CONCEPCIÓN,20:10,20:52,CORONEL,20:52,20:46,7
P10|Concepción a Coronel|20171,10,CONCEPCIÓN-CORONEL,Domingo,Concepción a Coronel,20171,CONCEPCIÓN,21:00,21:05:40,CORONEL,21:42,21:39:30,14
P10|Coronel a Concepción|20166,10,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20166,CORONEL,19:15,19:17:25,CONCEPCIÓN,19:57,19:51:15,14
P10|Coronel a Concepción|20170,10,CONCEPCIÓN-CORONEL,Domingo,Coronel a Concepción,20170,CORONEL,20:15,20:17:25,CONCEPCIÓN,20:57,20:51:15,14
P11|Laja a Talcahuano|20205,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20205,EL ARENAL,6:18,6:21,Mercado,6:21,6:18,2
P11|Laja a Talcahuano|20397,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20397,TALCAMÁVIDA,6:18,6:21,Mercado,7:56,7:53,19
P11|Laja a Talcahuano|20301,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20301,HUALQUI,6:20,6:29,Mercado,7:24,7:21,13
P11|Laja a Talcahuano|20842,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20842,LAJA,6:38,6:44,Mercado,8:56,8:53,23
P11|Laja a Talcahuano|20207,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20207,EL ARENAL,6:53,6:56,Mercado,6:56,6:53,2
P11|Laja a Talcahuano|20351,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20351,CONCEPCIÓN,7:21,7:26,EL ARENAL,7:42,7:38,6
P11|Laja a Talcahuano|20305,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20305,HUALQUI,7:30,7:39,Mercado,8:26,8:23,13
P11|Laja a Talcahuano|20353,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20353,CONCEPCIÓN,8:20,8:25,EL ARENAL,8:40,8:37,6
P11|Laja a Talcahuano|20371,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20371,LA LEONERA,8:25,8:27,EL ARENAL,9:10,9:07,10
P11|Laja a Talcahuano|20309,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20309,HUALQUI,8:30,8:39,Mercado,9:26,9:23,13
P11|Laja a Talcahuano|20373,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20373,LA LEONERA,8:55,8:57,EL ARENAL,9:40,9:37,10
P11|Laja a Talcahuano|20311,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20311,HUALQUI,9:15,9:24,Mercado,10:11,10:08,13
P11|Laja a Talcahuano|20377,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20377,LA LEONERA,9:40,9:42,EL ARENAL,10:22,10:19,10
P11|Laja a Talcahuano|20219,11,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20219,EL ARENAL,9:55,9:58,Mercado,9:58,9:55,2
P11|Talcahuano a Laja|20312,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20312,Mercado,10:01,10:04,HUALQUI,10:57,10:51,13
P11|Talcahuano a Laja|20200,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20200,HUALQUI,5:40,6:08,TALCAMÁVIDA,6:08,5:59,4
P11|Talcahuano a Laja|20202,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20202,OMER HUET,5:45,5:56,HUALQUI,5:56,5:45,2
P11|Talcahuano a Laja|20300,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20300,Mercado,6:31,6:34,HUALQUI,7:27,7:21,13
P11|Talcahuano a Laja|20841,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20841,Mercado,7:01,7:04,LAJA,9:20,9:14,23
P11|Talcahuano a Laja|20304,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20304,Mercado,7:31,7:34,HUALQUI,8:27,8:21,13
P11|Talcahuano a Laja|20362,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20362,CONCEPCIÓN,7:45,7:54,LA LEONERA,8:03,8:01,5
P11|Talcahuano a Laja|20865,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20865,Mercado,8:01,8:04,LAJA,10:19,10:13,23
P11|Talcahuano a Laja|20364,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20364,CONCEPCIÓN,8:15,8:24,LA LEONERA,8:33,8:31,5
P11|Talcahuano a Laja|20390,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20390,EL ARENAL,8:15,8:18,HUALQUI,9:12,9:06,12
P11|Talcahuano a Laja|20308,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20308,Mercado,8:31,8:34,HUALQUI,9:32,9:26,13
P11|Talcahuano a Laja|20374,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20374,EL ARENAL,8:45,8:48,LA LEONERA,9:32,9:30,10
P11|Talcahuano a Laja|20310,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20310,Mercado,9:01,9:04,HUALQUI,9:57,9:51,13
P11|Talcahuano a Laja|20220,11,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20220,Mercado,9:29,9:32,EL ARENAL,9:32,9:29,2
P12|Laja a Talcahuano|20313,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20313,HUALQUI,10:00,10:09,Mercado,10:56,10:53,13
P12|Laja a Talcahuano|20844,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20844,LAJA,10:55,11:01,Mercado,13:13,13:10,23
P12|Laja a Talcahuano|20231,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20231,HUALQUI,11:22,11:33,OMER HUET,11:33,11:22,2
P12|Laja a Talcahuano|20315,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20315,HUALQUI,11:40,11:49,Mercado,12:37,12:34,13
P12|Laja a Talcahuano|20229,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20229,EL ARENAL,11:48,11:51,Mercado,11:51,11:48,2
P12|Laja a Talcahuano|20856,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20856,LAJA,14:15,14:21,Mercado,16:33,16:30,23
P12|Laja a Talcahuano|20239,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20239,EL ARENAL,14:55,14:58,Mercado,14:58,14:55,2
P12|Laja a Talcahuano|20241,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20241,EL ARENAL,15:25,15:28,Mercado,15:28,15:25,2
P12|Laja a Talcahuano|20243,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20243,EL ARENAL,15:55,15:58,Mercado,15:58,15:55,2
P12|Laja a Talcahuano|20321,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20321,HUALQUI,16:00,16:09,Mercado,16:56,16:53,13
P12|Laja a Talcahuano|20323,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20323,HUALQUI,16:30,16:39,Mercado,17:26,17:23,13
P12|Laja a Talcahuano|20325,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20325,HUALQUI,17:00,17:09,Mercado,17:56,17:53,13
P12|Laja a Talcahuano|20379,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20379,LA LEONERA,17:35,17:37,EL ARENAL,18:20,18:17,10
P12|Laja a Talcahuano|20327,12,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20327,HUALQUI,18:00,18:09,Mercado,18:56,18:53,13
P12|Talcahuano a Laja|20222,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20222,Mercado,10:14,10:17,EL ARENAL,10:17,10:14,2
P12|Talcahuano a Laja|90150,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,90150,CONCEPCIÓN,10:56,11:21,HUALQUI,11:21,11:15,5
P12|Talcahuano a Laja|20228,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20228,Mercado,11:00,11:03,EL ARENAL,11:03,11:00,2
P12|Talcahuano a Laja|20843,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20843,Mercado,11:55,11:58,LAJA,14:13,14:07,23
P12|Talcahuano a Laja|20232,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20232,Mercado,12:40,12:43,EL ARENAL,12:43,12:40,2
P12|Talcahuano a Laja|20234,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20234,Mercado,13:16,13:19,EL ARENAL,13:19,13:16,2
P12|Talcahuano a Laja|20316,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20316,Mercado,15:01,15:04,HUALQUI,15:57,15:51,13
P12|Talcahuano a Laja|20318,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20318,Mercado,15:31,15:34,HUALQUI,16:27,16:21,13
P12|Talcahuano a Laja|20320,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20320,Mercado,16:01,16:04,HUALQUI,16:57,16:51,13
P12|Talcahuano a Laja|20376,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20376,EL ARENAL,16:30,16:33,LA LEONERA,17:17,17:15,10
P12|Talcahuano a Laja|20248,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20248,Mercado,16:36,16:42,EL ARENAL,16:42,16:36,2
P12|Talcahuano a Laja|20250,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20250,EL ARENAL,16:45,17:01,CONCEPCIÓN,17:01,16:45,2
P12|Talcahuano a Laja|20322,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20322,Mercado,17:01,17:04,HUALQUI,17:57,17:51,13
P12|Talcahuano a Laja|20398,12,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20398,HUALQUI,17:30,17:43,TALCAMÁVIDA,18:07,18:04,7
P13|Laja a Talcahuano|20399,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20399,TALCAMÁVIDA,18:15,18:18,HUALQUI,18:52,18:39,7
P13|Laja a Talcahuano|20329,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20329,HUALQUI,18:30,18:39,Mercado,19:26,19:23,13
P13|Laja a Talcahuano|20331,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20331,HUALQUI,19:00,19:09,Mercado,19:56,19:53,13
P13|Laja a Talcahuano|20333,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20333,HUALQUI,20:00,20:09,Mercado,21:07,21:04,13
P13|Laja a Talcahuano|20862,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20862,LAJA,20:30,20:36,Mercado,22:48,22:45,23
P13|Laja a Talcahuano|20261,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20261,EL ARENAL,20:48,20:51,Mercado,20:51,20:48,2
P13|Laja a Talcahuano|20335,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20335,HUALQUI,21:00,21:09,Mercado,21:56,21:53,13
P13|Laja a Talcahuano|20269,13,LAJA-TALCAHUANO,Lunes a Viernes,Laja a Talcahuano,20269,HUALQUI,21:10,21:34,CONCEPCIÓN,21:34,21:24,5
P13|Talcahuano a Laja|20324,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20324,Mercado,17:31,17:34,HUALQUI,18:27,18:21,13
P13|Talcahuano a Laja|20326,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20326,Mercado,18:01,18:04,HUALQUI,18:57,18:51,13
P13|Talcahuano a Laja|20256,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20256,EL ARENAL,18:45,19:03,CONCEPCIÓN,19:03,18:45,2
P13|Talcahuano a Laja|20328,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20328,Mercado,19:01,19:04,HUALQUI,19:57,19:51,13
