FECHA_TRANSACCION,NUMERO_TARJETA,MONTO_TRANSACCION,tipo_pasajero_norm
2026-04-26T08:17:24,2000226035,420,Monedero
2026-04-26T08:28:50,1055449,420,Monedero
2026-04-26T08:36:04,312778208,150,Estudiante
2026-04-26T08:36:08,2000111671,450,Monedero
2026-04-26T08:38:26,2000054015,420,Monedero
2026-04-26T08:38:28,56061947,450,Monedero
2026-04-26T08:39:12,389996,450,Monedero
2026-04-26T08:40:00,312537496,180,Estudiante
2026-04-26T08:42:00,312700255,190,Estudiante
2026-04-26T08:42:11,54546620,570,Monedero
2026-04-26T08:43:28,312685092,190,Estudiante
2026-04-26T08:43:35,252530367,150,Estudiante
2026-04-26T08:43:41,312522632,190,Estudiante
2026-04-26T08:43:48,2000157826,460,Monedero
2026-04-26T08:43:50,2104004224,0,Otros
2026-04-26T08:44:16,2000164443,440,Monedero
2026-04-26T08:44:23,2000171270,570,Monedero
2026-04-26T08:46:28,2000188888,570,Monedero
2026-04-26T08:48:29,2000228237,510,Monedero
2026-04-26T08:48:32,302359299,170,Estudiante
2026-04-26T08:48:35,1436748,570,Monedero
2026-04-26T08:49:10,2000212654,570,Monedero
2026-04-26T08:49:13,2000182573,540,Monedero
2026-04-26T08:49:24,2000207588,540,Monedero
2026-04-26T08:51:47,252092005,190,Estudiante
2026-04-26T08:51:48,2000025859,570,Monedero
2026-04-26T08:51:54,312721979,170,Estudiante
2026-04-26T08:52:11,2000195115,570,Monedero
2026-04-26T08:52:28,1053102,510,Monedero
2026-04-26T08:52:45,594653,570,Monedero
2026-04-26T08:52:56,302345465,140,Estudiante
2026-04-26T08:52:59,56080086,320,Adulto Mayor
2026-04-26T08:53:08,242708197,210,Estudiante
2026-04-26T08:53:10,252233900,210,Estudiante
2026-04-26T08:53:13,302298029,200,Estudiante
2026-04-26T08:53:16,2000247540,610,Monedero
2026-04-26T08:53:17,2000218882,540,Monedero
2026-04-26T08:53:24,302360211,210,Estudiante
2026-04-26T08:53:28,1594442,500,Monedero
2026-04-26T08:53:29,312629212,210,Estudiante
2026-04-26T08:53:30,2000004203,630,Monedero
2026-04-26T08:53:39,2100000608,320,Adulto Mayor
2026-04-26T08:53:52,232632190,0,Estudiante
2026-04-26T08:53:58,312559667,170,Estudiante
2026-04-26T08:54:02,969213,500,Monedero
2026-04-26T08:54:15,2106001195,0,Otros
2026-04-26T08:55:08,605653,500,Monedero
2026-04-26T08:55:10,1312049,500,Monedero
2026-04-26T08:55:12,1635092,500,Monedero
2026-04-26T08:55:15,1312049,500,Monedero
2026-04-26T08:55:48,312743976,140,Estudiante
